/* DATA DESCRIPTION:
Citation:	Hoppmann, Mario; Arndt, Stefanie; Behrens, Lisa K; Nicolaus, Marcel (2018): Thickness and properties of sea ice and snow of land-fast sea ice in Atka Bay in 2013 [dataset]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.889286
Abstract:	Manual measurements of sea ice thickness, sub-ice platelet layer thickness, freeboard, and snow thickness are distributed evenly and repeated along a 25km-long transect across Atka Bay every 2 to 4 weeks. At each measurement location, 5 holes were drilled through the ice in order to determine the aforementioned parameters, one in the center and one in a distance of five meters in each direction, to cover their small-scale spatial variabilities.
	The measurements have been mainly conducted by the meteorologist (Lisa Behrens) and Julia Regnery, both of the overwintering team.
Project(s):	Antarctic Fast Ice Network (AFIN) (URI: https://www.awi.de/en/science/climate-sciences/sea-ice-physics/projects/afin-antarctic-fast-ice-network.html)
	Priority Programme 1158 Antarctic Research with Comparable Investigations in Arctic Sea Ice Areas (SPP1158) (URI: https://gepris.dfg.de/gepris/projekt/5472008)
	Sea Ice Physics @ AWI (AWI_SeaIce) (URI: https://www.awi.de/en/science/climate-sciences/sea-ice-physics.html)
Funding:	German Research Foundation (DFG) (URI: http://www.dfg.de/en/), grant/award no. 5472008: Priority Programme 1158 Antarctic Research with Comparable Investigations in Arctic Sea Ice Areas (URI: https://gepris.dfg.de/gepris/projekt/5472008)
Coverage:	MEDIAN LATITUDE: -70.597498 * MEDIAN LONGITUDE: -14.736697 * SOUTH-BOUND LATITUDE: -70.615920 * WEST-BOUND LONGITUDE: -70.607840 * NORTH-BOUND LATITUDE: -70.575210 * EAST-BOUND LONGITUDE: 7.840210
	DATE/TIME START: 2013-04-28T00:00:00 * DATE/TIME END: 2014-01-17T16:58:00
Event(s):	Atka_Ice_Port * LATITUDE: -70.610000 * LONGITUDE: -8.140000 * LOCATION: Atka Bay * CAMPAIGN: ANT-Land_2002-2009_ATKA * BASIS: NEUMAYER III (URI: https://doi.org/10.17815/jlsrf-2-152) * METHOD/DEVICE: Observation (OBSE)
Comment:	On 2019-11-19 it was noted, that Freeboard and Snow thickness were interchanged. What was called Snow thickness actually was Freeboard and vice versa. This is corrected now.
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * COMMENT: start, UTC
	LATITUDE (Latitude) * GEOCODE * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html)
	LONGITUDE (Longitude) * GEOCODE * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html)
	Sample code/label (Sample label) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html)
	Air temperature at 2 m height [°C] (T2) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Digital thermometer
	Temperature, air [°C] (TTT) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Digital thermometer * COMMENT: surface
	Temperature, ice/snow [°C] (t) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Digital thermometer * COMMENT: Snow surface
	Temperature, ice/snow [°C] (t) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Digital thermometer * COMMENT: Snow-ice interface
	Temperature, water [°C] (Temp) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Digital thermometer
	Sea ice thickness [m] (EsEs) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: Center
	Sub-ice platelet-layer thickness [m] (SIPL) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: Center
	Snow thickness [m] (Snow thick) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: Center
	Freeboard [m] (Freeboard) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: Center
	Comment (Comment) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: Center
	Sea ice thickness [m] (EsEs) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: North
	Sub-ice platelet-layer thickness [m] (SIPL) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: North
	Snow thickness [m] (Snow thick) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: North
	Freeboard [m] (Freeboard) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: North
	Comment (Comment) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: North
	Sea ice thickness [m] (EsEs) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: East
	Sub-ice platelet-layer thickness [m] (SIPL) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: East
	Snow thickness [m] (Snow thick) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: East
	Freeboard [m] (Freeboard) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: East
	Comment (Comment) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: East
	Sea ice thickness [m] (EsEs) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: South
	Sub-ice platelet-layer thickness [m] (SIPL) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: South
	Snow thickness [m] (Snow thick) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: South
	Freeboard [m] (Freeboard) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: South
	Comment (Comment) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: South
	Sea ice thickness [m] (EsEs) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: West
	Sub-ice platelet-layer thickness [m] (SIPL) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: West
	Snow thickness [m] (Snow thick) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: West
	Freeboard [m] (Freeboard) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: West
	Comment (Comment) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: West
	Comment (Comment) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * COMMENT: general
	Comment 2 (continued) (Comm 2) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * COMMENT: general
	Comment 3 (continued) (Comm 3) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * COMMENT: general
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	578 data points
*/
Date/Time (start, UTC)	Latitude	Longitude	Sample label	T2 [°C] (Digital thermometer)	TTT [°C] (surface, Digital thermometer)	t [°C] (Snow surface, Digital thermom...)	t [°C] (Snow-ice interface, Digital t...)	Temp [°C] (Digital thermometer)	EsEs [m] (Center, Ruler stick)	SIPL [m] (Center, Ruler stick)	Snow thick [m] (Center, Ruler stick)	Freeboard [m] (Center, Ruler stick)	Comment (Center, Ruler stick)	EsEs [m] (North, Ruler stick)	SIPL [m] (North, Ruler stick)	Snow thick [m] (North, Ruler stick)	Freeboard [m] (North, Ruler stick)	Comment (North, Ruler stick)	EsEs [m] (East, Ruler stick)	SIPL [m] (East, Ruler stick)	Snow thick [m] (East, Ruler stick)	Freeboard [m] (East, Ruler stick)	Comment (East, Ruler stick)	EsEs [m] (South, Ruler stick)	SIPL [m] (South, Ruler stick)	Snow thick [m] (South, Ruler stick)	Freeboard [m] (South, Ruler stick)	Comment (South, Ruler stick)	EsEs [m] (West, Ruler stick)	SIPL [m] (West, Ruler stick)	Snow thick [m] (West, Ruler stick)	Freeboard [m] (West, Ruler stick)	Comment (West, Ruler stick)	Comment (general)	Comm 2 (general)	Comm 3 (general)
2013-04-28T00:00	-70.575210	-8.049350	ATKA03	-18.7	-17.5		-16.4	-3.4	2.92	4.31	0.10	0.35							3.10	4.70	0.03	0.33												The ice platelet gauge has broken twice at Atka03. Once the gauge could be saved and repaired so that it could be used again. The second time the tape measure had to be cut.	On Atka07 it was not possible to determine the freeboard, because the snow cover was too big. Two different layers of platelet ice were visible. A slightly lower one with less resistance and a slightly higher one with more resistance.	At Atka11 no platelet ice was measurable.
2013-04-28T12:20	-70.583250	-7.945530	ATKA07	-17.4	-17.9		-6.4	-2.0	3.68	6.07	0.82								3.68	7.20	0.82		Platelet ice 660/720	3.60	4.97	0.10	0.33							The ice platelet gauge has broken twice at Atka03. Once the gauge could be saved and repaired so that it could be used again. The second time the tape measure had to be cut.	On Atka07 it was not possible to determine the freeboard, because the snow cover was too big. Two different layers of platelet ice were visible. A slightly lower one with less resistance and a slightly higher one with more resistance.	At Atka11 no platelet ice was measurable.
2013-04-28T14:30	-70.605270	7.840210	ATKA11	-15.9	-15.7		-2.7	-2.1	1.20	7.20	0.29	0.05	Platelet ice 607/720						1.20		0.29	0.05		3.25	7.43	0.98		Platelet ice 650/743						The ice platelet gauge has broken twice at Atka03. Once the gauge could be saved and repaired so that it could be used again. The second time the tape measure had to be cut.	On Atka07 it was not possible to determine the freeboard, because the snow cover was too big. Two different layers of platelet ice were visible. A slightly lower one with less resistance and a slightly higher one with more resistance.	At Atka11 no platelet ice was measurable.
2013-04-28T15:15	-70.599800	-70.607840	ATKA16	-16.5	-16.8		-11.2	-2.2	2.54	3.30	0.47	0.05							0.24	3.30	0.47	0.05		1.20		0.20	0.10							The ice platelet gauge has broken twice at Atka03. Once the gauge could be saved and repaired so that it could be used again. The second time the tape measure had to be cut.	On Atka07 it was not possible to determine the freeboard, because the snow cover was too big. Two different layers of platelet ice were visible. A slightly lower one with less resistance and a slightly higher one with more resistance.	At Atka11 no platelet ice was measurable.
2013-04-28T16:20	-70.607840	-7.576830	ATKA21	-15.8	-16.1		-11.7	-2.2	2.20	4.00	0.31	0.03		2.60	3.40	0.24	0.29		2.20	4.00	0.31	0.03		2.48	4.13	0.24	0.40							The ice platelet gauge has broken twice at Atka03. Once the gauge could be saved and repaired so that it could be used again. The second time the tape measure had to be cut.	On Atka07 it was not possible to determine the freeboard, because the snow cover was too big. Two different layers of platelet ice were visible. A slightly lower one with less resistance and a slightly higher one with more resistance.	At Atka11 no platelet ice was measurable.
2013-04-28T10:30			Buoys	-18.3	-16.7		-15.2	-3.2																					2.51	3.28	0.01	0.32		The ice platelet gauge has broken twice at Atka03. Once the gauge could be saved and repaired so that it could be used again. The second time the tape measure had to be cut.	On Atka07 it was not possible to determine the freeboard, because the snow cover was too big. Two different layers of platelet ice were visible. A slightly lower one with less resistance and a slightly higher one with more resistance.	At Atka11 no platelet ice was measurable.
2013-05-30T16:30	-70.575210	-8.049350	ATKA03	-20.5		-20.4	-12.3	-2.2	3.05	4.80	0.20	0.28																								
2013-05-30T14:30	-70.583250	-7.945530	ATKA07	-20.2		-20.3	-15.9						snow ca 1m, ice thickness>3m, thick platelet ice layer						4.00		1.13															
2013-05-30T13:45	-70.605270	7.840210	ATKA11	18.9		-19.1	-13.5	-1.9	1.70		0.60	0.03	almost no platelet ice visible																							
2013-05-30T15:55	-70.599800	-70.607840	ATKA16	-18.7		-18.8	-16.4	-1.9	2.80	3.30	0.74	0.03																								
2013-05-30T11:35	-70.607840	-7.576830	ATKA21	-18.8		-19.0	-15.4	-2.1	2.70	4.20	0.75	0.05																								
2013-05-30T10:15	-70.615920	-7.482750	ATKA24	-18.9		-19.1	-13.2	-2.1	2.35	2.60	0.34	0.20		2.33	3.06	0.32	0.22		2.30	2.85	0.38	0.20														
2013-07-21T12:00	-70.583250	-7.945530	ATKA07	-32.5		-36.5	-29.6		3.35	8.40	1.10	0.40																								
2013-08-07T09:15	-70.575210	-8.049350	ATKA03	-17.2		-17.1	-16.5	-2.1						3.20	5.90	0.08	0.32							3.40	6.70	0.07	0.33							The sea ice between beginning and Atka07 was very difficult to navigate, especially between the shelf ice edge (west) and the iceberg between Atka03 and Atka07.	The stretch between Atka07 and Atka16 was very well navigable. The closer one got to the shelf ice edge (east), the worse the conditions became again.	
2013-08-07T10:45	-70.583250	-7.945530	ATKA07	-17.8		-17.7	-16.6	-1.9																					3.00	8.50	1.32	0.10	Platelet ice 520/850	The sea ice between beginning and Atka07 was very difficult to navigate, especially between the shelf ice edge (west) and the iceberg between Atka03 and Atka07.	The stretch between Atka07 and Atka16 was very well navigable. The closer one got to the shelf ice edge (east), the worse the conditions became again.	
2013-08-07T16:05	-70.605270	7.840210	ATKA11	-26.6		-27.2	-21.4	-1.9						1.20	1.90	1.00	-0.20																	The sea ice between beginning and Atka07 was very difficult to navigate, especially between the shelf ice edge (west) and the iceberg between Atka03 and Atka07.	The stretch between Atka07 and Atka16 was very well navigable. The closer one got to the shelf ice edge (east), the worse the conditions became again.	
2013-08-07T12:00	-70.599800	-70.607840	ATKA16	-21.5		-22.8	-17.1	-1.9						2.60	5.50	1.00		Platelet ice 290/550																The sea ice between beginning and Atka07 was very difficult to navigate, especially between the shelf ice edge (west) and the iceberg between Atka03 and Atka07.	The stretch between Atka07 and Atka16 was very well navigable. The closer one got to the shelf ice edge (east), the worse the conditions became again.	
2013-08-07T14:55	-70.607840	-7.576830	ATKA21	-24.1		-25.3	-20.5	-2.0						2.40	6.90	1.10	0.13																	The sea ice between beginning and Atka07 was very difficult to navigate, especially between the shelf ice edge (west) and the iceberg between Atka03 and Atka07.	The stretch between Atka07 and Atka16 was very well navigable. The closer one got to the shelf ice edge (east), the worse the conditions became again.	
2013-08-07T13:40	-70.615920	-7.482750	ATKA24	-20.7		-21.8	-19.2	-2.1						2.20	5.00	0.60	0.10																	The sea ice between beginning and Atka07 was very difficult to navigate, especially between the shelf ice edge (west) and the iceberg between Atka03 and Atka07.	The stretch between Atka07 and Atka16 was very well navigable. The closer one got to the shelf ice edge (east), the worse the conditions became again.	
2013-08-24T12:00	-70.575210	-8.049350	ATKA03	-30.6		-29.3	-28.3	-2.2											3.62	6.46	0.04	0.47												At Atka07 a lot of platelet ice, two layers of platelet ice visible.		
2013-08-24T10:00	-70.583250	-7.945530	ATKA07	-31.3	-31.3		-30.9	-1.9						3.00	5.50	1.38		negative freeboard, PE = 330/550																At Atka07 a lot of platelet ice, two layers of platelet ice visible.		
2013-08-24T15:15	-70.605270	7.840210	ATKA11	-34.6	-33.8		-29.7	-2.0						1.40	3.60	0.90		negative freeboard																At Atka07 a lot of platelet ice, two layers of platelet ice visible.		
2013-08-24T10:15	-70.599800	-70.607840	ATKA16	-34.8		-35.8	-32.6	-2.0											2.43	5.56	1.14		negative freeboard											At Atka07 a lot of platelet ice, two layers of platelet ice visible.		
2013-08-24T13:50	-70.607840	-7.576830	ATKA21	-32.6		-32.0	-33.1	-1.9											2.30	7.10	1.30	0.00												At Atka07 a lot of platelet ice, two layers of platelet ice visible.		
2013-08-24T11:45	-70.615920	-7.482750	ATKA24	-32.2		-31.6	-30.5	-2.1											2.21	5.39	0.55	0.14												At Atka07 a lot of platelet ice, two layers of platelet ice visible.		
2013-09-18T13:35	-70.575210	-8.049350	ATKA03	-27.8	-28.7	-28.1		-2.6											3.80	7.40	0.33	0.39														
2013-09-18T12:15	-70.583250	-7.945530	ATKA07	-28.7	-29.8	-30.5		-1.9																3.80	8.90	1.35	0.10	Platelet ice 890/500								
2013-09-18T15:30	-70.605270	7.840210	ATKA11	-27.8	-28.4	-29.2		-1.9																1.44	4.50	1.10	-0.10									
2013-09-18T09:50	-70.599800	-70.607840	ATKA16	-31.2	-33.3	-33.8		-1.9																2.40	5.76	1.37	-0.08									
2013-09-18T14:10	-70.607840	-7.576830	ATKA21	-30.6	-30.7	-30.2		-1.9						2.55	7.25	1.20	0.20																			
2013-09-18T11:35	-70.615920	-7.482750	ATKA24	-30.1	-31.2	-31.6		-2.1																					2.45	5.46	0.45	0.15				
2013-10-08T11:40	-70.575210	-8.049350	ATKA03	-23.3	-22.6	-23.2		-2.6																3.70	7.65	0.10	0.55	freeboard and water temperature values not reliable due to high freeboard								
2013-10-08T13:30	-70.583250	-7.945530	ATKA07	-22.3	-23.6	-24.7		-2.1											4.35	9.75	1.49	0.30	freeboard 30/35; platelet ice layer thicker than noted													
2013-10-08T15:15	-70.605270	7.840210	ATKA11	-22.3	-22.0	-22.4		-1.9						1.60	4.80	0.88	0.00																			
2013-10-08T15:10	-70.599800	-70.607840	ATKA16	-20.1	-20.7	-19.9		-1.8											2.65	6.10	1.40	-0.11														
2013-10-08T16:30	-70.607840	-7.576830	ATKA21	-21.0	-22.3	-20.0		-1.8						2.34	7.69	1.13	-0.06	Platelet ice 769/677																		
2013-10-08T17:45	-70.615920	-7.482750	ATKA24	-21.8	-22.4	-20.7		-2.1						2.30	5.60	0.58	0.17																			
2013-11-19T09:30	-70.575210	-8.049350	ATKA03	-2.7		-5.8	-7.3	-2.1																3.82	8.55	0.17		at a depth of 1-1.5m: hard and solid ice, everywhere else soft ice; freeboard and water temperature values not reliable due to highly negative freeboard								
2013-11-19T18:50	-70.583250	-7.945530	ATKA07	-5.4		-7.5	-5.4	-1.8																3.00	8.35	1.76	0.01									
2013-11-19T10:50	-70.605270	7.840210	ATKA11	-2.0		-5.3	-7.1	-1.8																1.52	6.38	1.31	-0.19	sea ice surface wet and salty; sea ice wet								
2013-11-19T18:00	-70.599800	-70.607840	ATKA16	-2.7		-4.0	-5.8	-1.8																2.50	6.77	1.42	-0.11									
2013-11-19T12:00	-70.607840	-7.576830	ATKA21	-1.9		-5.1	-5.9	-1.8																2.45	8.29	1.40	-0.11	ice lower than a meter sludgy								
2013-11-19T13:30	-70.615920	-7.482750	ATKA24	-1.5		-3.5	-4.8	-1.9																2.46	5.90	0.61	0.14									
2013-12-16T19:50	-70.575210	-8.049350	ATKA03	-1.8		-2.1	-1.7	-2.1						3.54	7.85	0.03	0.39							4.80	8.85	0.00	0.42		4.10	8.20	0.00	0.44				
2013-12-16T21:50	-70.605270	7.840210	ATKA11	-2.6		-2.7	-1.9	-1.8											1.59	6.63	1.21	-0.20	sea ice surface wet and crumbly													
2013-12-16T22:45	-70.599800	-70.607840	ATKA16	-3.4		-3.7	-2.3	-1.9											2.75	6.75	1.37	0.00														
2013-12-16T23:30	-70.607840	-7.576830	ATKA21	-6.2		-7.1	-2.6	-1.8											2.50	8.35	1.34	-0.10	ice thickness: 250 (471)													
2013-12-16T00:30	-70.615920	-7.482750	ATKA24	-6.3		-6.7	-3.5	-2.1											2.60	5.70	0.59	0.15	algae layer below ice													
2014-01-17T14:30	-70.575210	-8.049350	ATKA03	-2.2		0.2	0.1							3.44	7.69	0.21	0.10	bore hole really fast refrozen																		
2014-01-17T16:30	-70.583250	-7.945530	ATKA07	-1.2		0.2	0.0	-1.8						3.50		1.32	0.20	ice thickness just a guess from the ice corer due to fast refreezing																		
2014-01-17T16:58	-70.605270	7.840210	ATKA11	-1.9		0.0	0.0	-1.8						1.81	6.40	1.06	-0.16																			
2014-01-17T00:00	-70.607840	-7.576830	ATKA21	-2.1		-0.2	0.0	-1.8						2.60	7.30	1.08	-0.08																			
2014-01-17T00:00	-70.615920	-7.482750	ATKA24	-2.1		-1.9	0.0	-0.1						2.68	5.10	0.40	0.04																			
