/* DATA DESCRIPTION:
Citation:	Arndt, Stefanie; Ludewig, Elke; Nicolaus, Marcel (2018): Thickness and properties of sea ice and snow of land-fast sea ice in Atka Bay in 2015 [dataset]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.889281
Abstract:	Manual measurements of sea ice thickness, sub-ice platelet layer thickness, freeboard, and snow thickness are distributed evenly and repeated along a 25km-long transect across Atka Bay every 2 to 4 weeks. At each measurement location, 5 holes were drilled through the ice in order to determine the aforementioned parameters, one in the center and one in a distance of five meters in each direction, to cover their small-scale spatial variabilities.
	The measurements have been mainly conducted by the meteorologist (Elke Ludewig), Anderas Leonhardt, Jens-Peter Biethant, Annamarie Sticher and Bettina Nekat, all of the overwintering team.
Project(s):	Antarctic Fast Ice Network (AFIN) (URI: https://www.awi.de/en/science/climate-sciences/sea-ice-physics/projects/afin-antarctic-fast-ice-network.html)
	Priority Programme 1158 Antarctic Research with Comparable Investigations in Arctic Sea Ice Areas (SPP1158) (URI: https://gepris.dfg.de/gepris/projekt/5472008)
	Sea Ice Physics @ AWI (AWI_SeaIce) (URI: https://www.awi.de/en/science/climate-sciences/sea-ice-physics.html)
Funding:	German Research Foundation (DFG) (URI: http://www.dfg.de/en/), grant/award no. 5472008: Priority Programme 1158 Antarctic Research with Comparable Investigations in Arctic Sea Ice Areas (URI: https://gepris.dfg.de/gepris/projekt/5472008)
Coverage:	MEDIAN LATITUDE: -70.596309 * MEDIAN LONGITUDE: -15.808516 * SOUTH-BOUND LATITUDE: -70.615920 * WEST-BOUND LONGITUDE: -70.607840 * NORTH-BOUND LATITUDE: -70.575210 * EAST-BOUND LONGITUDE: 7.840210
	DATE/TIME START: 2015-04-01T14:45:00 * DATE/TIME END: 2016-02-04T13:52:00
Event(s):	Atka_Ice_Port * LATITUDE: -70.610000 * LONGITUDE: -8.140000 * LOCATION: Atka Bay * CAMPAIGN: ANT-Land_2002-2009_ATKA * BASIS: NEUMAYER III (URI: https://doi.org/10.17815/jlsrf-2-152) * METHOD/DEVICE: Observation (OBSE)
Comment:	On 2019-11-19 it was noted, that Freeboard and Snow thickness were interchanged. What was called Snow thickness actually was Freeboard and vice versa. This is corrected now.
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * COMMENT: start, UTC
	LATITUDE (Latitude) * GEOCODE * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html)
	LONGITUDE (Longitude) * GEOCODE * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html)
	Sample code/label (Sample label) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html)
	Air temperature at 2 m height [°C] (T2) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Digital thermometer
	Temperature, air [°C] (TTT) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Digital thermometer * COMMENT: surface
	Temperature, ice/snow [°C] (t) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Digital thermometer * COMMENT: Snow surface
	Temperature, ice/snow [°C] (t) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Digital thermometer * COMMENT: Snow-ice interface
	Temperature, water [°C] (Temp) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Digital thermometer
	Sea ice thickness [m] (EsEs) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: Center
	Sub-ice platelet-layer thickness [m] (SIPL) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: Center
	Snow thickness [m] (Snow thick) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: Center
	Freeboard [m] (Freeboard) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: Center
	Comment (Comment) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: Center
	Sea ice thickness [m] (EsEs) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: North
	Sub-ice platelet-layer thickness [m] (SIPL) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: North
	Snow thickness [m] (Snow thick) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: North
	Freeboard [m] (Freeboard) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: North
	Comment (Comment) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: North
	Sea ice thickness [m] (EsEs) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: East
	Sub-ice platelet-layer thickness [m] (SIPL) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: East
	Snow thickness [m] (Snow thick) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: East
	Freeboard [m] (Freeboard) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: East
	Comment (Comment) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: East
	Sea ice thickness [m] (EsEs) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: South
	Sub-ice platelet-layer thickness [m] (SIPL) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: South
	Snow thickness [m] (Snow thick) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: South
	Freeboard [m] (Freeboard) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: South
	Comment (Comment) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: South
	Sea ice thickness [m] (EsEs) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: West
	Sub-ice platelet-layer thickness [m] (SIPL) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: West
	Snow thickness [m] (Snow thick) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: West
	Freeboard [m] (Freeboard) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: West
	Comment (Comment) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * COMMENT: general
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	465 data points
*/
Date/Time (start, UTC)	Latitude	Longitude	Sample label	T2 [°C] (Digital thermometer)	TTT [°C] (surface, Digital thermometer)	t [°C] (Snow surface, Digital thermom...)	t [°C] (Snow-ice interface, Digital t...)	Temp [°C] (Digital thermometer)	EsEs [m] (Center, Ruler stick)	SIPL [m] (Center, Ruler stick)	Snow thick [m] (Center, Ruler stick)	Freeboard [m] (Center, Ruler stick)	Comment (Center, Ruler stick)	EsEs [m] (North, Ruler stick)	SIPL [m] (North, Ruler stick)	Snow thick [m] (North, Ruler stick)	Freeboard [m] (North, Ruler stick)	Comment (North, Ruler stick)	EsEs [m] (East, Ruler stick)	SIPL [m] (East, Ruler stick)	Snow thick [m] (East, Ruler stick)	Freeboard [m] (East, Ruler stick)	Comment (East, Ruler stick)	EsEs [m] (South, Ruler stick)	SIPL [m] (South, Ruler stick)	Snow thick [m] (South, Ruler stick)	Freeboard [m] (South, Ruler stick)	Comment (South, Ruler stick)	EsEs [m] (West, Ruler stick)	SIPL [m] (West, Ruler stick)	Snow thick [m] (West, Ruler stick)	Freeboard [m] (West, Ruler stick)	Comment (general)
2015-04-01T14:45	-70.583250	-7.945530	ATKA07	-17.8	-25.2	-10.5	-4.2	-1.7	5.80	4.00	1.45	-0.07																					
2015-04-21T16:40	-70.575210	-8.049350	ATKA03	-22.6	-22.7	-4.9	-5.0	-1.6	2.46	2.57	1.00	-0.12																					
2015-04-21T14:40	-70.583250	-7.945530	ATKA07	-20.4	-22.0	-5.3	-8.9	-1.6	2.86		1.61	-0.09	quite compact platelet ice																				
2015-04-21T13:34	-70.605270	7.840210	ATKA11	-20.1	-19.9	-6.1	-10.9	-1.7	2.37	2.73	0.90	-0.09																					
2015-04-21T12:30	-70.599800	-70.607840	ATKA16	-18.6	-23.8	-11.2	-7.3	-1.6	3.20	0.40	0.94	-0.10																					
2015-04-21T11:15	-70.607840	-7.576830	ATKA21	-22.7	-20.7	-19.7	-20.7	-1.8	2.30	1.70	0.94	-0.03																					
2015-04-21T10:00	-70.615920	-7.482750	ATKA24	-19.1	-22.9	-17.6	-17.6		2.50	1.90	0.05																						
2015-05-23T10:00	-70.575210	-8.049350	ATKA03	-34.5	-35.6	-19.2	-7.1	-1.7											2.65	4.05	0.83	-0.07							2.58	2.69	0.84	-0.03	
2015-05-23T11:30	-70.583250	-7.945530	ATKA07	-34.5	-36.0	-13.8	-6.2	-1.5																					8.18	2.62	1.66	-0.10	
2015-05-23T15:15	-70.605270	7.840210	ATKA11	-30.2	-34.9	-18.3	-7.3	-1.5																					2.50	2.80	0.89	-0.09	
2015-05-23T13:25	-70.599800	-70.607840	ATKA16	-32.0	-33.8	-15.8	-7.5	-1.5																					1.70	3.40	0.97	-0.11	
2015-06-27T10:00	-70.575210	-8.049350	ATKA03	-27.1	-31.5	-14.1	-6.5	-1.6						3.10	2.50	1.25	-0.10																
2015-06-27T12:34	-70.583250	-7.945530	ATKA07	-25.9	-30.6	-17.5	-7.5	-1.5						5.20	2.07	2.00	-0.10																
2015-06-27T14:40	-70.605270	7.840210	ATKA11	-25.3	-23.5	-13.7	-9.2	-1.6						2.67	4.43	1.10	-0.12																
2015-06-27T15:31	-70.599800	-70.607840	ATKA16	-23.5	-32.3	-14.1	-8.8	-1.6						2.70	4.34	1.15	-0.14																
2015-06-27T16:15	-70.607840	-7.576830	ATKA21	-22.7	-28.5	-13.8	-8.9	-1.8						2.48	7.52	1.06	-0.04																
2015-07-28T09:45	-70.575210	-8.049350	ATKA03																					2.80	4.50	1.30	-0.09						
2015-07-28T10:27	-70.583250	-7.945530	ATKA07																					7.00	2.80	2.05	-0.20						
2015-07-28T12:20	-70.605270	7.840210	ATKA11																					2.95	5.55	1.20	-0.14						
2015-07-28T13:45	-70.599800	-70.607840	ATKA16																					3.63	0.52	1.32	-0.13						
2015-07-28T14:55	-70.607840	-7.576830	ATKA21																					2.45	7.75	1.20							
2015-07-28T15:55	-70.615920	-7.482750	ATKA24																					3.32	2.18	0.30	0.36	Snow depth 0-50cm					
2015-08-28T09:46	-70.575210	-8.049350	ATKA03	-35.9	-33.0	-15.6	-0.8	-1.6											2.95	6.95	1.32	-0.09											
2015-08-28T10:35	-70.583250	-7.945530	ATKA07	-34.9	-29.8	-21.7	-6.8												8.13	2.37	2.10	-0.19	platelet ice probably so thick that ice thickness is overestimated										
2015-08-28T12:17	-70.605270	7.840210	ATKA11	-38.6	-23.8														2.80	6.10	1.13	-0.09											
2015-08-28T13:20	-70.599800	-70.607840	ATKA16	-32.0	-25.0														3.93	4.29	1.18	-0.13											
2015-08-28T14:05	-70.607840	-7.576830	ATKA21	-33.0	-23.0														2.61	6.93	1.17	-0.04											
2015-08-28T14:39	-70.615920	-7.482750	ATKA24	-37.0	-21.0														3.10	3.80	0.09		high sastrugis										
2015-10-02T09:42	-70.575210	-8.049350	ATKA03	-11.0	-16.8	-13.0	-8.0	-2.0						3.18	7.12	1.50	-0.14																
2015-10-02T10:20	-70.583250	-7.945530	ATKA07	-11.2	-14.2	-14.0	-9.0	-3.0						8.64	4.30	2.15	-0.14	platelet ice probably so compact that ice thickness is overestimated															
2015-10-02T11:40	-70.605270	7.840210	ATKA11	-11.6	-13.1	-12.0	-9.0	-2.0						2.90	6.43	1.40	-0.16																
2015-10-02T12:45	-70.599800	-70.607840	ATKA16	-12.0	-15.8	-14.2	-10.0	-3.0						2.90	7.20	1.30	-0.14																
2015-10-02T13:20	-70.607840	-7.576830	ATKA21	-12.3	-16.7	-13.0	-10.0	-2.0						3.02	4.58	1.36	-0.10																
2015-10-02T14:25	-70.615920	-7.482750	ATKA24	-11.4	-15.4	-14.0	-14.0							3.32	2.22	0.30	0.41																
2015-10-28T09:42	-70.575210	-8.049350	ATKA03	-18.0	-20.5	-12.0	-6.0	-2.8											3.10	6.80	1.41	-0.13											
2015-10-28T10:38	-70.583250	-7.945530	ATKA07	-17.0	-19.6	-13.8	-9.8												8.45	2.65	2.33	-0.16	platelet ice probably so compact that ice thickness is overestimated										
2015-10-28T12:35	-70.605270	7.840210	ATKA11	-16.0	-19.6	-14.8	-8.9	-2.9											3.38	8.06	1.28	-0.11											
2015-10-28T13:50	-70.599800	-70.607840	ATKA16	-15.0	-17.8	-12.0	-9.8	-3.0											4.50	4.40	1.32	-0.15											
2015-10-28T13:20	-70.607840	-7.576830	ATKA21	-15.2	-16.8	-14.2	-8.8	-2.8											3.17	8.35	1.38	-0.06											
2015-10-28T15:15	-70.615920	-7.482750	ATKA24	-15.0	-16.2														3.33	5.20	0.00	0.37											
2015-11-29T08:35	-70.575210	-8.049350	ATKA03		-9.8														3.27	8.06	1.48	-0.10											
2015-11-29T09:09	-70.583250	-7.945530	ATKA07		-8.1														8.27	3.53	2.30	-0.10											
2015-11-29T10:20	-70.605270	7.840210	ATKA11		-7.0														3.01	9.39	1.41	-0.10											
2015-11-29T14:45	-70.599800	-70.607840	ATKA16		-6.1														3.12	8.15	1.55	-0.20											
2015-11-29T11:25	-70.607840	-7.576830	ATKA21		-6.4														2.94	9.36	1.61	-0.08											
2015-11-29T11:54	-70.615920	-7.482750	ATKA24		-4.9														3.48	6.30	0.17	0.28											
2016-01-02T13:26	-70.575210	-8.049350	ATKA03	0.0	-4.1	-4.0	-4.9	-1.9																4.75	6.35	1.53	-0.12						
2016-01-02T14:19	-70.583250	-7.945530	ATKA07	0.8	-8.3	-4.7	-6.1	-1.9																9.16	6.18	2.25	-0.15	platelet ice probably so compact that ice thickness is overestimated					
2016-01-02T16:16	-70.605270	7.840210	ATKA11	0.0	-5.8	-3.0	-4.8	-1.9																4.29	2.31	1.37	-0.12						
2016-01-02T17:05	-70.599800	-70.607840	ATKA16	-0.1	-5.6	-3.5	-5.2	-1.9																3.86	6.02	1.60	-0.21						
2016-01-02T18:05	-70.607840	-7.576830	ATKA21	-0.5	-9.3	-2.4	-4.3	-1.9																4.46	4.46	1.48	-0.09						
2016-01-02T18:54	-70.615920	-7.482750	ATKA24	1.6	-7.4	-0.4	-0.8	-2.2																2.82	5.28	0.21	0.48						
2016-02-04T13:52	-70.575210	-8.049350	ATKA03	-0.2	-6.3	-4.1	-4.3	-1.9						5.77	3.57	1.44	-0.15																Tests along the Atka measuring route showed that the sea ice is traversed by numerous longitudinal cracks. Especially in the east of the bay, from Atka16 the border to the water was about 1.5 km.
