/* DATA DESCRIPTION:
Citation:	Hoppmann, Mario; Arndt, Stefanie; Schmithüsen, Holger; Nicolaus, Marcel (2018): Thickness and properties of sea ice and snow of land-fast sea ice in Atka Bay in 2010 [dataset]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.889292
Abstract:	Manual measurements of sea ice thickness, sub-ice platelet layer thickness, freeboard, and snow thickness are distributed evenly and repeated along a 25km-long transect across Atka Bay every 2 to 4 weeks. At each measurement location, 5 holes were drilled through the ice in order to determine the aforementioned parameters, one in the center and one in a distance of five meters in each direction, to cover their small-scale spatial variabilities.
	The measurements have been mainly conducted by the meteorologist (Holger Schmithüsen) and Armin Ganter, both of the overwintering team.
	Version 2, 2018-04-26.
Project(s):	Antarctic Fast Ice Network (AFIN) (URI: https://www.awi.de/en/science/climate-sciences/sea-ice-physics/projects/afin-antarctic-fast-ice-network.html)
	Priority Programme 1158 Antarctic Research with Comparable Investigations in Arctic Sea Ice Areas (SPP1158) (URI: https://gepris.dfg.de/gepris/projekt/5472008)
	Sea Ice Physics @ AWI (AWI_SeaIce) (URI: https://www.awi.de/en/science/climate-sciences/sea-ice-physics.html)
Funding:	German Research Foundation (DFG) (URI: http://www.dfg.de/en/), grant/award no. 5472008: Priority Programme 1158 Antarctic Research with Comparable Investigations in Arctic Sea Ice Areas (URI: https://gepris.dfg.de/gepris/projekt/5472008)
Coverage:	MEDIAN LATITUDE: -70.591525 * MEDIAN LONGITUDE: -7.800015 * SOUTH-BOUND LATITUDE: -70.616100 * WEST-BOUND LONGITUDE: -8.128830 * NORTH-BOUND LATITUDE: -70.570500 * EAST-BOUND LONGITUDE: -7.482200
	DATE/TIME START: 2010-05-25T12:30:00 * DATE/TIME END: 2010-12-12T10:10:00
Event(s):	Atka_Ice_Port * LATITUDE: -70.610000 * LONGITUDE: -8.140000 * LOCATION: Atka Bay * CAMPAIGN: ANT-Land_2002-2009_ATKA * BASIS: NEUMAYER III (URI: https://doi.org/10.17815/jlsrf-2-152) * METHOD/DEVICE: Observation (OBSE)
Comment:	On 2019-11-19 ist was noted, that Freeboard and Snow thickness were interchanged. What was called Snow thickness actually was Freeboard and vice versa. This is corrected now.
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * COMMENT: start, UTC
	LATITUDE (Latitude) * GEOCODE * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html)
	LONGITUDE (Longitude) * GEOCODE * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html)
	Sample code/label (Sample label) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html)
	Air temperature at 2 m height [°C] (T2) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Digital thermometer
	Temperature, air [°C] (TTT) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Digital thermometer * COMMENT: surface
	Temperature, ice/snow [°C] (t) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Digital thermometer * COMMENT: Snow-ice interface
	Sea ice thickness [m] (EsEs) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: Center
	Snow thickness [m] (Snow thick) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: Center
	Freeboard [m] (Freeboard) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: Center
	Comment (Comment) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: Center
	Sea ice thickness [m] (EsEs) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: North
	Snow thickness [m] (Snow thick) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: North
	Freeboard [m] (Freeboard) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: North
	Comment (Comment) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: North
	Sea ice thickness [m] (EsEs) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: East
	Snow thickness [m] (Snow thick) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: East
	Freeboard [m] (Freeboard) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: East
	Comment (Comment) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: East
	Sea ice thickness [m] (EsEs) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: South
	Snow thickness [m] (Snow thick) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: South
	Freeboard [m] (Freeboard) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: South
	Comment (Comment) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: South
	Sea ice thickness [m] (EsEs) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: West
	Snow thickness [m] (Snow thick) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: West
	Freeboard [m] (Freeboard) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: West
	Comment (Comment) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: West
	Comment (Comment) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * COMMENT: general
	Comment 2 (continued) (Comm 2) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * COMMENT: general
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	902 data points
*/
Date/Time (start, UTC)	Latitude	Longitude	Sample label	T2 [°C] (Digital thermometer)	TTT [°C] (surface, Digital thermometer)	t [°C] (Snow-ice interface, Digital t...)	EsEs [m] (Center, Ruler stick)	Snow thick [m] (Center, Ruler stick)	Freeboard [m] (Center, Ruler stick)	Comment (Center, Ruler stick)	EsEs [m] (North, Ruler stick)	Snow thick [m] (North, Ruler stick)	Freeboard [m] (North, Ruler stick)	Comment (North, Ruler stick)	EsEs [m] (East, Ruler stick)	Snow thick [m] (East, Ruler stick)	Freeboard [m] (East, Ruler stick)	Comment (East, Ruler stick)	EsEs [m] (South, Ruler stick)	Snow thick [m] (South, Ruler stick)	Freeboard [m] (South, Ruler stick)	Comment (South, Ruler stick)	EsEs [m] (West, Ruler stick)	Snow thick [m] (West, Ruler stick)	Freeboard [m] (West, Ruler stick)	Comment (West, Ruler stick)	Comment (general)	Comm 2 (general)
2010-05-25T12:30	-70.570500	-8.128830	ATKA00	-27.5	-29.1	-10.8	2.10	0.15				0.68	0.20														The drill fell through after about 2.80m were drilled. However, a frazil-ice-like layer below the ice prevented the measuring equipment to unfold. Therefore, the ice thickness was not determined.	Slush below ice down to 4m from snow surface, thickness not determined
2010-06-10T11:00	-70.573900	-8.016900	ATKA04	-19.6	-3.4	-3.4	0.62	0.22	0.01		0.78	0.13	0.05		0.78	0.10	0.05		0.71	0.24	0.02		0.72	0.16	0.02		Measurements were taken on two floes to be more representative for the area.	
2010-06-10T12:37	-70.573900	-7.908000	ATKA08		-14.3		0.41	0.00	0.06	floe 1	0.35	0.00	0.03	floe 2	0.32	0.00	0.05	floe 2	0.41	0.00	0.05	floe 1	0.34	0.00	0.03	floe 2	Measurements were taken on two floes to be more representative for the area.	
2010-06-10T13:37	-70.574300	-7.803600	ATKA12	-15.8	-14.4		0.58	0.00	0.06	floe 1	0.71	0.00	0.06	floe 2	0.44	0.00	0.06	floe 1	0.41	0.00	0.05	floe 1	0.49	0.00	0.05	floe 1	Measurements were taken on two floes to be more representative for the area.	
2010-06-10T14:16	-70.573900	-7.742600	ATKA14	-15.8	-13.8		0.32	0.00	0.04		0.33	0.00	0.04		0.38	0.00	0.04		0.36	0.00	0.04		0.36	0.00	0.04		Measurements were taken on two floes to be more representative for the area.	
2010-07-02T09:45	-70.573900	-8.128600	ATKA00	-37.8	-19.2	0.8	1.95	0.57	0.10	Approx. 0.5m below the top floe was another floe. This was also drilled, but the bottom of that one was not reached within 5m from the snow surface. The thickness of the top floe was 1.95m.		0.82	0.28	The hole was drilled down to 5m (from the snow surface) but no well defined bottom was reached. However, water was in the bore hole.						0.56	0.17	The hole was drilled down to 5m (from the snow surface) but no well defined bottom was reached. However, water was in the bore hole.					Air temperature 2m was measured with an Assmann psychrometer. Surface and snow-ice temperatures were measured with a digital thermometer with an external probe.	These two measurements are not trusted very well. A lead separated the ice from north-west to south-east. Within the 30 minutes that were spent at the site, the lead opened up from initially about 2m to 5m width.
2010-08-19T10:48	-70.575700	-8.050700	ATKA03	-26.1	-26.4	-8.5	1.37	0.38	0.06		1.30	0.48	0.04		1.43	0.38	0.06		1.35	0.52	0.05		1.57	0.42	0.03			
2010-08-19T12:57	-70.583700	-7.945700	ATKA07	-24.4	-15.5	-11.6	1.22	0.05	0.12		1.24	0.02	0.13		1.23	0.02	0.14		1.22	0.01	0.11		1.24	0.04	0.13			
2010-08-19T14:33	-70.592200	-7.826000	ATKA11	-26.3	-18.7	-6.8	0.98	0.13	0.06		0.97	0.14	0.06		1.01	0.15	0.06		0.99	0.15	0.08		1.01	0.15	0.06			
2010-08-19T15:47	-70.572480	-7.681220	ATKA17	-26.4	-18.8	-2.0	0.61	0.25	-0.04		0.62	0.26	-0.04		0.62	0.15	-0.04		0.65	0.26	-0.03		0.70	0.27	-0.02			
2010-08-19T12:36	-70.608100	-7.576900	ATKA21	-30.8	-25.2	-4.1	0.70	0.34	-0.04	Platelet ice visible	0.72	0.30	-0.03	Platelet ice visible	0.65	0.32	-0.06	Platelet ice visible	0.69	0.35	-0.04	Platelet ice visible	0.79	0.28	-0.03	Platelet ice visible		
2010-08-19T13:30	-70.616100	-7.482200	ATKA24	-30.6	-21.1	-2.7	0.73	0.22	-0.01	Platelet ice visible	0.72	0.22	0.00	Platelet ice visible	0.71	0.30	-0.02	Platelet ice visible	0.71	0.27	-0.02	Platelet ice visible	0.74	0.18	0.02	Platelet ice visible		
2010-09-04T10:04	-70.575700	-8.050700	ATKA03	-22.6	-24.6	-9.8	1.38	0.31	0.06		1.38	0.32	0.07		1.50	0.33	0.07		1.40	0.48	0.05		1.74	0.09	0.06		Platelet ice in all bore holes visible.	
2010-09-04T11:25	-70.583700	-7.945700	ATKA07	-22.0	-18.7	-17.1	1.38	0.02	0.15		1.41	0.03	0.15		1.40	0.02	0.17		1.30	0.02	0.14		1.39	0.01	0.15		Platelet ice in all bore holes visible.	
2010-09-04T12:42	-70.592200	-7.826000	ATKA11	-20.6	-16.0	-12.3	1.11	0.06	0.08		1.08	0.09	0.08		1.17	0.02	0.06		1.15	0.02	0.09		1.13	0.05	0.07		Platelet ice in all bore holes visible.	
2010-09-04T13:53	-70.600000	-7.701100	ATKA16	-22.3	-18.7	-6.2	0.79	0.25	-0.03		0.77	0.24	-0.03		0.81	0.24	0.00		0.79	0.33	-0.04		0.81	0.36	-0.06		Platelet ice in all bore holes visible.	
2010-09-04T15:00	-70.608100	-7.576900	ATKA21	-22.2	-17.2	-3.7	0.75	0.27	-0.05		0.80	0.45	-0.04		0.75	0.29	-0.04		0.82	0.32	-0.03		0.91	0.23	0.00		Platelet ice in all bore holes visible.	
2010-09-04T15:59	-70.616100	-7.482200	ATKA24	-22.1	-17.8	-4.8	0.83	0.24	0.00		0.87	0.24	0.02		0.85	0.29	0.00		0.82	0.26	0.00		0.86	0.19	0.04		Platelet ice in all bore holes visible.	
2010-09-21T09:33	-70.575700	-8.050700	ATKA03	-24.0	-23.8	-11.3	1.46	0.28	0.09		1.45	0.36	0.08		1.66	0.24	0.07		1.55	0.03	0.49		1.91	0.24	0.08		Platelet ice in all bore holes visible. Experiments with video camera were performed to determine the thickness of the platlet ice layer.	
2010-09-21T10:37	-70.583700	-7.945700	ATKA07	-21.5	-20.0	-13.2	1.58	0.13	0.11		1.59	0.30	0.12		1.57	0.07	0.14		1.57	0.07	0.10		1.57	0.18	0.11		Platelet ice in all bore holes visible. Experiments with video camera were performed to determine the thickness of the platlet ice layer.	
2010-09-21T11:23	-70.592200	-7.826000	ATKA11	-20.8	-17.0	-15.6	1.30	0.05	0.12		1.24	0.08	0.11		1.37	0.01	0.11		1.27	0.06	0.10		1.27	0.10	0.10		Platelet ice in all bore holes visible. Experiments with video camera were performed to determine the thickness of the platlet ice layer.	
2010-09-21T12:12	-70.600000	-7.701100	ATKA16	-20.5	-18.2	-7.4	0.93	0.35	-0.04		0.92	0.28	0.00		0.99	0.30	-0.01		0.90	0.34	-0.06		0.92	0.38	-0.11		Platelet ice in all bore holes visible. Experiments with video camera were performed to determine the thickness of the platlet ice layer.	
2010-09-21T13:17	-70.608100	-7.576900	ATKA21	-20.2	-19.5	-6.5	1.03	0.57	-0.06		0.96	0.60	-0.07		0.97	0.65	-0.06		0.96	0.50	-0.08		0.91	0.62	-0.11		Platelet ice in all bore holes visible. Experiments with video camera were performed to determine the thickness of the platlet ice layer.	
2010-09-21T14:30	-70.616100	-7.482200	ATKA24	-18.5	-16.2	-8.7	0.96	0.23	0.03		0.91	0.22	0.03		0.94	0.23	0.05		0.98	0.22	0.04		0.96	0.32	0.01		Platelet ice in all bore holes visible. Experiments with video camera were performed to determine the thickness of the platlet ice layer.	
2010-10-16T09:45	-70.575700	-8.050700	ATKA03	-16.2	-19.2	-9.2	1.70	0.78	-0.07	Platlet ice seen in bore hole. Area probably flooded due to negative freeboard.	1.58	0.88	-0.08	Platlet ice seen in bore hole. Area probably flooded due to negative freeboard.	1.70	0.77	-0.08	Platlet ice seen in bore hole. Area probably flooded due to negative freeboard.	1.59	0.89	-0.12	Platlet ice seen in bore hole. Area probably flooded due to negative freeboard.	1.73	0.91	-0.09	Platlet ice seen in bore hole. Area probably flooded due to negative freeboard.		
2010-10-16T10:50	-70.583700	-7.945700	ATKA07	-14.3	-16.2	-7.8	1.67	0.54	0.04	Platlet ice seen in bore hole.	1.65	0.43	0.04	Platlet ice seen in bore hole.	1.67	0.54	0.05	Platlet ice seen in bore hole.	1.71	0.68	0.05	Platlet ice seen in bore hole.	1.68	0.48	0.03	Platlet ice seen in bore hole.		
2010-10-16T12:05	-70.592200	-7.826000	ATKA11	-12.7	-11.3	-9.4	1.47	0.18	0.10	Platlet ice seen in bore hole.	1.54	0.10	0.10	Platlet ice seen in bore hole.	1.53	0.10	0.11	Platlet ice seen in bore hole.	1.45	0.17	0.09	Platlet ice seen in bore hole.	1.45	0.23	0.08	Platlet ice seen in bore hole.		
2010-10-16T13:05	-70.600000	-7.701100	ATKA17	-10.9	-9.2	-6.1	1.11	0.56	-0.07	A soft layer of 4cm on top of the ice.	1.07	0.62	-0.11	A soft layer of 4cm on top of the ice.	1.15	0.50	-0.05	A soft layer of 3cm on top of the ice.	1.22	0.54	-0.03	A soft layer of 3cm on top of the ice.	1.10	0.71	-0.15	A soft layer of 2cm on top of the ice.		
2010-10-16T14:25	-70.608100	-7.576900	ATKA21	-10.3	-10.3	-4.3	1.05	0.81	-0.16	Position was moved some 12m NW from original position. Comparably little platlet ice seen in bore hole.	0.92	0.91	-0.19	Comparably little platlet ice seen in bore hole.	0.98	0.96	-0.22	4cm of water above ice before drilling. Comparably little platlet ice seen in bore hole.	1.10	0.81	-0.13	Comparably little platlet ice seen in bore hole.	1.01	0.80	-0.17	Comparably little platlet ice seen in bore hole.		
2010-10-16T15:35	-70.616100	-7.482200	ATKA24	-10.9	-9.8	-6.8	1.10	0.46	-0.02		1.13	0.50	-0.02		1.12	0.45	-0.02		1.11	0.45	-0.02		1.16	0.49	0.00			
2010-11-06T09:50	-70.575700	-8.050700	ATKA03	-11.7	-11.2	-7.3	1.69	0.80	-0.09	New crack some 300m south of station	1.55	0.76	-0.08		1.66	0.70	-0.06		1.63	0.79	-0.05		1.96	0.78	-0.04		Most liekely flooding values influenced by previous drillings. Some platelet ice seen.	
2010-11-06T11:00	-70.583700	-7.945700	ATKA07	-10.2	-9.8	-8.7	1.76	0.57	0.04		1.75	0.59	0.04		1.80	0.54	0.04		1.76	0.66	0.05		1.75	0.60	0.03		Most liekely flooding values influenced by previous drillings. Some platelet ice seen.	
2010-11-06T13:40	-70.592200	-7.826000	ATKA11	-8.2	-8.2	-10.5	1.57	0.28	0.07		1.61	0.26	0.08		1.65	0.16	0.08		1.57	0.34	0.07		1.55	0.35	0.06		Most liekely flooding values influenced by previous drillings. Some platelet ice seen.	
2010-11-06T13:40	-70.600000	-7.701100	ATKA16	-7.6	-7.7	-7.2	1.19	0.59	-0.08		1.16	0.65	-0.14		1.16	0.64	-0.11		1.16	0.57	-0.10		1.21	0.63	-0.10		Most liekely flooding values influenced by previous drillings. Some platelet ice seen.	
2010-11-06T15:00	-70.608100	-7.576900	ATKA21	-6.4	-5.2	-7.7	1.10	0.90	-0.21	no well defined ice surface, some 9cm of slush on top of ice	1.07	0.99	-0.28	2cm of slush on top of ice	1.14	0.78	-0.17	2cm of slush on top of ice	1.07	0.79	-0.19	no well defined ice surface, some 11cm of slush on top of ice	1.00	0.98	-0.26	no well defined ice surface, some 8cm of slush on top of ice	Most liekely flooding values influenced by previous drillings. Some platelet ice seen.	
