/* DATA DESCRIPTION:
Citation:	Hoppmann, Mario; Arndt, Stefanie; Asseng, Jölund; Nicolaus, Marcel (2018): Thickness and properties of sea ice and snow of land-fast sea ice in Atka Bay in 2011 [dataset]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.889291
Abstract:	Manual measurements of sea ice thickness, sub-ice platelet layer thickness, freeboard, and snow thickness are distributed evenly and repeated along a 25km-long transect across Atka Bay every 2 to 4 weeks. At each measurement location, 5 holes were drilled through the ice in order to determine the aforementioned parameters, one in the center and one in a distance of five meters in each direction, to cover their small-scale spatial variabilities.
	The measurements have been mainly conducted by the meteorologist (Jölund Asseng), Fabian Zahn and Markéta Pokerná, all of the overwintering team.
	Version 2, 2018-04-26.
Project(s):	Antarctic Fast Ice Network (AFIN) (URI: https://www.awi.de/en/science/climate-sciences/sea-ice-physics/projects/afin-antarctic-fast-ice-network.html)
	Priority Programme 1158 Antarctic Research with Comparable Investigations in Arctic Sea Ice Areas (SPP1158) (URI: https://gepris.dfg.de/gepris/projekt/5472008)
	Sea Ice Physics @ AWI (AWI_SeaIce) (URI: https://www.awi.de/en/science/climate-sciences/sea-ice-physics.html)
Funding:	German Research Foundation (DFG) (URI: http://www.dfg.de/en/), grant/award no. 5472008: Priority Programme 1158 Antarctic Research with Comparable Investigations in Arctic Sea Ice Areas (URI: https://gepris.dfg.de/gepris/projekt/5472008)
Coverage:	MEDIAN LATITUDE: -70.595664 * MEDIAN LONGITUDE: -7.768049 * SOUTH-BOUND LATITUDE: -70.616100 * WEST-BOUND LONGITUDE: -8.050700 * NORTH-BOUND LATITUDE: -70.575700 * EAST-BOUND LONGITUDE: -7.482200
	DATE/TIME START: 2011-06-06T12:00:00 * DATE/TIME END: 2012-01-17T00:00:00
Event(s):	Atka_Ice_Port * LATITUDE: -70.610000 * LONGITUDE: -8.140000 * LOCATION: Atka Bay * CAMPAIGN: ANT-Land_2002-2009_ATKA * BASIS: NEUMAYER III (URI: https://doi.org/10.17815/jlsrf-2-152) * METHOD/DEVICE: Observation (OBSE)
Comment:	On 2019-11-19 ist was noted, that Freeboard and Snow thickness were interchanged. What was called Snow thickness actually was Freeboard and vice versa. This is corrected now.
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * COMMENT: start, UTC
	LATITUDE (Latitude) * GEOCODE * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html)
	LONGITUDE (Longitude) * GEOCODE * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html)
	Sample code/label (Sample label) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html)
	Air temperature at 2 m height [°C] (T2) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Digital thermometer
	Temperature, air [°C] (TTT) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Digital thermometer * COMMENT: surface
	Temperature, ice/snow [°C] (t) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Digital thermometer * COMMENT: Snow surface
	Temperature, ice/snow [°C] (t) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Digital thermometer * COMMENT: Snow-ice interface
	Temperature, water [°C] (Temp) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Digital thermometer
	Sea ice thickness [m] (EsEs) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: Center
	Snow thickness [m] (Snow thick) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: Center
	Freeboard [m] (Freeboard) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: Center
	Comment (Comment) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: Center
	Sea ice thickness [m] (EsEs) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: North
	Snow thickness [m] (Snow thick) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: North
	Freeboard [m] (Freeboard) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: North
	Comment (Comment) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: North
	Sea ice thickness [m] (EsEs) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: East
	Snow thickness [m] (Snow thick) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: East
	Freeboard [m] (Freeboard) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: East
	Comment (Comment) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: East
	Sea ice thickness [m] (EsEs) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: South
	Snow thickness [m] (Snow thick) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: South
	Freeboard [m] (Freeboard) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: South
	Comment (Comment) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: South
	Sea ice thickness [m] (EsEs) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: West
	Snow thickness [m] (Snow thick) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: West
	Freeboard [m] (Freeboard) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: West
	Comment (Comment) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: West
	Comment (Comment) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * COMMENT: general
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	1515 data points
*/
Date/Time (start, UTC)	Latitude	Longitude	Sample label	T2 [°C] (Digital thermometer)	TTT [°C] (surface, Digital thermometer)	t [°C] (Snow surface, Digital thermom...)	t [°C] (Snow-ice interface, Digital t...)	Temp [°C] (Digital thermometer)	EsEs [m] (Center, Ruler stick)	Snow thick [m] (Center, Ruler stick)	Freeboard [m] (Center, Ruler stick)	Comment (Center, Ruler stick)	EsEs [m] (North, Ruler stick)	Snow thick [m] (North, Ruler stick)	Freeboard [m] (North, Ruler stick)	Comment (North, Ruler stick)	EsEs [m] (East, Ruler stick)	Snow thick [m] (East, Ruler stick)	Freeboard [m] (East, Ruler stick)	Comment (East, Ruler stick)	EsEs [m] (South, Ruler stick)	Snow thick [m] (South, Ruler stick)	Freeboard [m] (South, Ruler stick)	Comment (South, Ruler stick)	EsEs [m] (West, Ruler stick)	Snow thick [m] (West, Ruler stick)	Freeboard [m] (West, Ruler stick)	Comment (West, Ruler stick)	Comment (general)
2011-06-06T12:00	-70.575700	-8.050700	ATKA03						0.85	0.12	0.04		0.83	0.25	0.00		0.83	0.15	0.00		0.80	0.25	0.02		0.88	0.19	0.04		2-m temperature measured in 0.5m.
2011-06-06T13:13	-70.583700	-7.945700	ATKA07	-29.6		-23.4		-3.5	0.98		0.28	Zwischenschicht	1.00	0.06	0.77		0.94	0.25	0.14		0.75	0.25	0.05		0.73	0.02	0.33		2-m temperature measured in 0.5m.
2011-06-06T13:50	-70.592200	-7.826000	ATKA11	-30.3		-26.3		-2.9	0.92	0.10	0.07		0.74	0.16	0.02		0.73	0.13	0.05		0.80	0.07	0.05		0.80	0.12	0.03		2-m temperature measured in 0.5m.
2011-06-06T14:33	-70.600000	-7.701100	ATKA16	-31.7		-22.7		-2.7	0.75	0.18	0.10		0.75	0.14	0.03		0.72	0.24	0.03		0.78	0.17	0.08		0.70	0.22	0.03		2-m temperature measured in 0.5m.
2011-06-06T15:10	-70.608100	-7.576900	ATKA21	-31.6		-22.2		-2.4	0.67	0.25	-0.03		0.64	0.33	-0.06		0.75	0.20	0.00		0.74	0.18	0.01		0.74	0.19	0.01		2-m temperature measured in 0.5m.
2011-06-06T15:54	-70.616100	-7.482200	ATKA24	-31.6		-25.4		-2.2	0.52	0.25	-0.06		0.55	0.43	-0.09		0.52	0.25	-0.03		0.52	0.25	-0.03		0.52	0.26	-0.02		2-m temperature measured in 0.5m.
2011-07-01T12:45	-70.575700	-8.050700	ATKA03	-6.8	-6.8	-8.0		-1.9	1.05	0.34	-0.01		0.95	0.44	-0.05		0.97	0.47	-0.06		1.10	0.31	0.00		1.08	0.44	0.00		
2011-07-01T13:15	-70.583700	-7.945700	ATKA07	-6.5	-6.5	-8.4		-2.2	1.45	0.27	0.02		1.64	0.21	0.43		1.24	0.28	0.10		0.88	0.55	0.06		1.67	0.14	0.33		
2011-07-01T13:45	-70.592200	-7.826000	ATKA11	-6.4	-6.2	-8.9		-1.9	1.06	0.31	0.09		0.79	0.45	-0.04		0.98	0.30	-0.03		1.11	0.32	0.08		1.00	0.30	0.05		
2011-07-01T14:10	-70.600000	-7.701100	ATKA16	-6.4	-6.3	-7.1		-2.0	1.05	0.34	0.02		1.18	0.30	0.08		1.11	0.36	0.09		1.03	0.42	0.01		1.04	0.53	0.03		
2011-07-01T14:40	-70.608100	-7.576900	ATKA21	-6.5	-6.4	-7.5		-2.2	0.92	0.40	-0.03		0.82	0.49	-0.06		0.90	0.48	-0.04		0.97	0.23	0.01		0.92	0.40	-0.03		
2011-07-01T15:05	-70.616100	-7.482200	ATKA24	-6.6	-6.5	-7.4		-2.0	0.75	0.36	-0.01		0.78	0.55	-0.10		0.82	0.39	-0.03		0.84	0.40	0.00		0.78	0.65	-0.07		
2011-08-04T00:00	-70.575700	-8.050700	ATKA03	-23.6	-23.7	-21.6	-7.6	-1.8	1.22	0.34	-0.05		1.13	0.76	-0.12		1.14	0.48	0.07		1.22	0.60	-0.05		1.17	0.50	-0.08		
2011-08-04T00:00	-70.583700	-7.945700	ATKA07	-23.6	-23.8	-22.8	-12.9	-2.8	1.65	0.25	0.30		1.85	0.30	0.45		1.50	0.39	0.14		1.17	0.60	0.07	soft in the lower part	1.82	0.27	0.40		
2011-08-04T00:00	-70.592200	-7.826000	ATKA11	-23.6	-23.8	-23.1	-8.7	-2.0	1.23	0.58	-0.02		0.98	0.47	-0.07		1.22	0.85	-0.02		1.22	0.41	0.01		1.18	0.51	-0.04		
2011-08-04T00:00	-70.600000	-7.701100	ATKA16	-23.2	-21.8	-19.1	-8.8	-2.8	1.30	0.40	0.00		1.35	0.52	0.04		1.29	0.54	-0.01		1.23	0.52	-0.02		1.15	0.46	-0.03		
2011-08-04T00:00	-70.608100	-7.576900	ATKA21	-23.4	-22.8	-21.5	-12.4	-2.2	1.15	0.24	0.08		1.00	0.43	-0.02		1.22	0.38	-0.03		1.25	0.34	0.01		1.10	0.38	0.00		
2011-08-04T00:00	-70.616100	-7.482200	ATKA24	-23.9	-23.6	-21.7	-10.1	-2.2	0.94	0.27	0.08		0.92	0.36	0.00		0.89	0.37	0.00		0.91	0.41	-0.02		0.93	0.20	0.01		
2011-08-19T00:00	-70.575700	-8.050700	ATKA03	-14.6	-15.3	-18.2	-10.8	-1.6	1.23	0.46	-0.07	Pe, Pegel	1.20	0.70	-0.08		1.26	0.52	-0.08	Platelet ice	1.36	0.65	-0.03	Platelet ice	1.30	0.40	0.00	Platelet ice	
2011-08-19T00:00	-70.583700	-7.945700	ATKA07	-14.7	-9.8	-17.8	-11.2	-2.0	1.77	0.35	0.24		2.03	0.10	0.53	Layers	1.70	0.36	0.18		1.58	0.50	0.17		1.90	0.30	0.49	inbetween soft layer	
2011-08-19T00:00	-70.592200	-7.826000	ATKA11	-14.8	-17.5	-18.2	-9.0	-1.9	0.32	0.54	0.00		1.16	0.40	-0.03	Platelet ice	1.26	0.60	-0.03	ice level pole installed. Platelet ice	1.31	0.40	0.00	Platelet ice	1.26	0.54	-0.02		
2011-08-19T00:00	-70.600000	-7.701100	ATKA16	-14.7	-19.0	-18.4	-10.2	-1.9	1.31	0.48	0.00		1.45	0.46	0.02		1.30	0.40	0.06		1.32	0.46	0.06		1.21	0.49	-0.03		
2011-08-19T00:00	-70.608100	-7.576900	ATKA21	-15.4	-15.8	-17.5	-10.9	-2.0	1.17	0.38	0.03	Pe	1.06	0.44	-0.04	ice level pole installed	1.21	0.49	0.00		1.21	0.49	0.02	Platelet ice	1.14	0.30	0.00		
2011-08-19T00:00	-70.616100	-7.482200	ATKA24	-16.8	-16.5	-16.3	-10.7	-2.3	0.98	0.28	0.04		0.98	0.40	0.01	Platelet ice	0.97	0.38	0.02		1.00	0.32	0.00		0.99	0.20	0.05		
2011-09-07T00:00	-70.575700	-8.050700	ATKA03	-24.1	-23.8	-23.5	-11.3	-2.0	1.35	0.48	-0.04		1.24	0.76	-0.09	wet	1.24	0.65	-0.10	Platelet ice	1.38	0.65	-0.07	Platelet ice	1.34	0.56	-0.06	Platelet ice	Cancelled due to decreasing weather conditions.
2011-09-14T00:00	-70.575700	-8.050700	ATKA03	-6.8	-7.0	-9.2	-8.4	-2.2	1.42	0.50	-0.03	level: 85	1.28	0.88	-0.10	Platelet ice	1.31	0.78	-0.09	Platelet ice	1.58	0.71	-0.06		1.36	0.69	-0.08	Platelet ice	Measurement order from 6 to 1
2011-09-14T00:00	-70.583700	-7.945700	ATKA07	-6.8	-7.1	-10.2	-10.9	-2.4	1.93	0.44	0.28		2.02	0.28	0.39		1.78	0.52	0.11		1.66	0.60	0.12		2.10	0.34	0.39		Measurement order from 6 to 1
2011-09-14T00:00	-70.592200	-7.826000	ATKA11	-6.9	-7.0	-11.1	-9.2	-2.0	1.43	0.60	0.07		1.26	0.49	-0.05		1.31	0.66	-0.01	level: 90	1.40	0.54	0.04		1.24	0.60	-0.01		Measurement order from 6 to 1
2011-09-14T00:00	-70.600000	-7.701100	ATKA16	-6.9	-7.1	-8.6	-9.1	-2.3	1.48	0.52	0.00	Platelet ice	1.58	0.57	0.01	Platelet ice	1.47	0.58	0.01	Platelet ice	1.42	0.48	0.08	Platelet ice	1.35	0.52	0.00	Platelet ice	Measurement order from 6 to 1
2011-09-14T00:00	-70.608100	-7.576900	ATKA21	-6.8	-7.0	-9.8	-9.2	-2.3	1.31	0.49	0.06	Platelet ice	1.17	0.60	-0.03	level: 93	1.30	0.48	0.01	Platelet ice	1.24	0.58	0.01	Platelet ice	1.22	0.55	-0.03	Platelet ice	Measurement order from 6 to 1
2011-09-14T00:00	-70.616100	-7.482200	ATKA24	-6.8	-6.3	-8.0	-9.8	-2.0	1.17	0.30	0.06	Platelet ice	1.11	0.38	0.03	Platelet ice	1.14	0.37	0.03	Platelet ice	1.14	0.44	0.00	Platelet ice	1.17	0.27	0.02	Platelet ice	Measurement order from 6 to 1
2011-10-09T00:00	-70.575700	-8.050700	ATKA03	-14.0	-13.4	-15.1	-6.9	-1.9	1.45	0.88	-0.10	Platelet ice; level: 90	1.36	0.85	-0.11	Platelet ice	1.35	1.00	-0.13	Platelet ice	1.51	0.93	-0.10	Platelet ice	1.45	0.82	-0.10		
2011-10-09T00:00	-70.583700	-7.945700	ATKA07	-13.9	-13.0	-14.4		-2.4	2.10	0.52	0.19		2.29	0.40	0.39		1.88	0.68	0.06		1.82	0.69	0.07		2.35	0.38	0.47		
2011-10-09T00:00	-70.592200	-7.826000	ATKA11	-13.2	-8.7	-14.4	-7.9	-2.2	1.49	0.62	0.00	Platelet ice	1.35	0.61	-0.03	Platelet ice	1.47	0.62	0.00	Platelet ice	1.50	0.60	0.02		1.46	0.62	-0.02	Platelet ice	
2011-10-09T00:00	-70.600000	-7.701100	ATKA16	-14.1	-13.5	-15.0	-7.7	-2.2	1.60	0.68	-0.03		1.58	0.66	-0.05		1.56	0.70	-0.05		1.46	0.68	-0.05		1.47	0.74	-0.05	small platelet ice	
2011-10-09T00:00	-70.608100	-7.576900	ATKA21	-15.5	-14.1	-15.4	-7.0	-2.1	1.34	0.70	-0.08		1.30	0.72	-0.07	Platelet ice	1.38	0.80	-0.05	Platelet ice	1.44	0.59	-0.05	Platelet ice	1.38	0.73	-0.05		
2011-10-09T00:00	-70.616100	-7.482200	ATKA24	-15.2	-14.6	-14.1	-11.0	-2.2	1.33	0.24	0.05		1.28	0.35	0.08	small platelet ice	1.27	0.30	0.08		1.25	0.34	0.03	small platelet ice	1.30	0.21	0.06		
2011-10-30T00:00	-70.575700	-8.050700	ATKA03			-15.6		-2.1	1.55	0.85	-0.12		1.41	0.94	-0.16		1.44	0.90	-0.16		1.57	0.87	-0.14		1.51	0.74	-0.14		sunny; from ATKA11 onwards: windy
2011-10-30T00:00	-70.583700	-7.945700	ATKA07	-15.5	-15.5	-15.6	-7.9	-2.4	2.20	0.72	0.19		2.80	0.44	0.45		1.90	0.80	-0.03		1.70	0.95	0.00		2.22	0.60	0.30		sunny; from ATKA11 onwards: windy
2011-10-30T00:00	-70.592200	-7.826000	ATKA11	-15.7	-14.5	-14.1	-6.7	-2.1	1.51	0.71	-0.04	small platelet ice	1.40	0.85	-0.07	small platelet ice	1.45	0.77	-0.06	small platelet ice	1.56	0.58	0.00	small platelet ice	1.50	0.78	-0.03	Platelet ice	sunny; from ATKA11 onwards: windy
2011-10-30T00:00	-70.600000	-7.701100	ATKA16	-12.9	-13.9	-14.3	-6.5		1.67	0.85	-0.07	small platelet ice	1.73	0.85	-0.10	small platelet ice	1.60	0.84	-0.07	small platelet ice	1.53	0.88	-0.06	small platelet ice	1.50	0.82	-0.05	small platelet ice	sunny; from ATKA11 onwards: windy
2011-10-30T00:00	-70.608100	-7.576900	ATKA21	-13.2	-12.2	-12.2	-6.2	-2.1	1.43	0.72	-0.07	Platelet ice	1.39	0.76	-0.04	Platelet ice	1.46	0.65	-0.05	Platelet ice	1.46	0.78	-0.08	Platelet ice	1.43	0.74	-0.07	Platelet ice	sunny; from ATKA11 onwards: windy
