/* DATA DESCRIPTION:
Citation:	Hoppmann, Mario; Arndt, Stefanie; Schmidt, Thomas; Paul, Stephan; Hunkeler, Priska A; Nicolaus, Marcel (2018): Thickness and properties of sea ice and snow of land-fast sea ice in Atka Bay in 2012 [dataset]. Alfred Wegener Institute, Helmholtz Centre for Polar and Marine Research, Bremerhaven, PANGAEA, https://doi.org/10.1594/PANGAEA.889289
Abstract:	Manual measurements of sea ice thickness, sub-ice platelet layer thickness, freeboard, and snow thickness are distributed evenly and repeated along a 25km-long transect across Atka Bay every 2 to 4 weeks. At each measurement location, 5 holes were drilled through the ice in order to determine the aforementioned parameters, one in the center and one in a distance of five meters in each direction, to cover their small-scale spatial variabilities.
	Version 2, 2018-04-26.
	The measurements have been mainly conducted by the meteorologist (Thomas Schmidt) and Meine Kühnel during the overwintering. During a subsequent summer campaign, the measurements have been conducted by Mario Hoppmann, Priska A. Hunkeler and Stephan Paul.
Project(s):	Antarctic Fast Ice Network (AFIN) (URI: https://www.awi.de/en/science/climate-sciences/sea-ice-physics/projects/afin-antarctic-fast-ice-network.html)
	Priority Programme 1158 Antarctic Research with Comparable Investigations in Arctic Sea Ice Areas (SPP1158) (URI: https://gepris.dfg.de/gepris/projekt/5472008)
	Sea Ice Physics @ AWI (AWI_SeaIce) (URI: https://www.awi.de/en/science/climate-sciences/sea-ice-physics.html)
Funding:	German Research Foundation (DFG) (URI: http://www.dfg.de/en/), grant/award no. 5472008: Priority Programme 1158 Antarctic Research with Comparable Investigations in Arctic Sea Ice Areas (URI: https://gepris.dfg.de/gepris/projekt/5472008)
Coverage:	MEDIAN LATITUDE: -70.595615 * MEDIAN LONGITUDE: -12.752665 * SOUTH-BOUND LATITUDE: -70.616000 * WEST-BOUND LONGITUDE: -70.607840 * NORTH-BOUND LATITUDE: -70.575210 * EAST-BOUND LONGITUDE: 7.840210
	DATE/TIME START: 2012-06-14T12:25:00 * DATE/TIME END: 2013-01-30T00:00:00
Event(s):	Atka_Ice_Port * LATITUDE: -70.610000 * LONGITUDE: -8.140000 * LOCATION: Atka Bay * CAMPAIGN: ANT-Land_2002-2009_ATKA * BASIS: NEUMAYER III (URI: https://doi.org/10.17815/jlsrf-2-152) * METHOD/DEVICE: Observation (OBSE)
Comment:	On 2019-11-19 it was noted, that Freeboard and Snow thickness were interchanged. What was called Snow thickness actually was Freeboard and vice versa. This is corrected now.
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * COMMENT: start, UTC
	LATITUDE (Latitude) * GEOCODE * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html)
	LONGITUDE (Longitude) * GEOCODE * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html)
	Sample code/label (Sample label) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html)
	Air temperature at 2 m height [°C] (T2) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Digital thermometer
	Temperature, air [°C] (TTT) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Digital thermometer * COMMENT: surface
	Temperature, ice/snow [°C] (t) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Digital thermometer * COMMENT: Snow surface
	Temperature, ice/snow [°C] (t) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Digital thermometer * COMMENT: Snow-ice interface
	Temperature, water [°C] (Temp) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Digital thermometer
	Sea ice thickness [m] (EsEs) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: Center
	Sub-ice platelet-layer thickness [m] (SIPL) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: Center
	Snow thickness [m] (Snow thick) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: Center
	Freeboard [m] (Freeboard) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: Center
	Comment (Comment) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: Center
	Sea ice thickness [m] (EsEs) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: North
	Sub-ice platelet-layer thickness [m] (SIPL) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: North
	Snow thickness [m] (Snow thick) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: North
	Freeboard [m] (Freeboard) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: North
	Comment (Comment) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: North
	Sea ice thickness [m] (EsEs) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: East
	Sub-ice platelet-layer thickness [m] (SIPL) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: East
	Snow thickness [m] (Snow thick) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: East
	Freeboard [m] (Freeboard) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: East
	Comment (Comment) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: East
	Sea ice thickness [m] (EsEs) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: South
	Sub-ice platelet-layer thickness [m] (SIPL) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: South
	Snow thickness [m] (Snow thick) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: South
	Freeboard [m] (Freeboard) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: South
	Comment (Comment) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: South
	Sea ice thickness [m] (EsEs) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: West
	Sub-ice platelet-layer thickness [m] (SIPL) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: West
	Snow thickness [m] (Snow thick) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: West
	Freeboard [m] (Freeboard) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: West
	Comment (Comment) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * METHOD/DEVICE: Ruler stick (RULER) * COMMENT: West
	Comment (Comment) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * COMMENT: general
	Comment 2 (continued) (Comm 2) * PI: Arndt, Stefanie (https://orcid.org/0000-0001-9782-3844, stefanie.arndt@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/stefanie-arndt.html) * COMMENT: general
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	983 data points
*/
Date/Time (start, UTC)	Latitude	Longitude	Sample label	T2 [°C] (Digital thermometer)	TTT [°C] (surface, Digital thermometer)	t [°C] (Snow surface, Digital thermom...)	t [°C] (Snow-ice interface, Digital t...)	Temp [°C] (Digital thermometer)	EsEs [m] (Center, Ruler stick)	SIPL [m] (Center, Ruler stick)	Snow thick [m] (Center, Ruler stick)	Freeboard [m] (Center, Ruler stick)	Comment (Center, Ruler stick)	EsEs [m] (North, Ruler stick)	SIPL [m] (North, Ruler stick)	Snow thick [m] (North, Ruler stick)	Freeboard [m] (North, Ruler stick)	Comment (North, Ruler stick)	EsEs [m] (East, Ruler stick)	SIPL [m] (East, Ruler stick)	Snow thick [m] (East, Ruler stick)	Freeboard [m] (East, Ruler stick)	Comment (East, Ruler stick)	EsEs [m] (South, Ruler stick)	SIPL [m] (South, Ruler stick)	Snow thick [m] (South, Ruler stick)	Freeboard [m] (South, Ruler stick)	Comment (South, Ruler stick)	EsEs [m] (West, Ruler stick)	SIPL [m] (West, Ruler stick)	Snow thick [m] (West, Ruler stick)	Freeboard [m] (West, Ruler stick)	Comment (West, Ruler stick)	Comment (general)	Comm 2 (general)
2012-06-14T12:25	-70.575600	-8.049730	ATKA03						1.48		0.02	0.17																						AT ATKA16 without shovel; snow thickenss determined by ice corer. Temperature not measured due to slow response of thermometer.	
2012-06-14T13:13	-70.583500	-7.945770	ATKA07	-29.0	-29.2	-31.3			2.00		0.32		ice thickness of at least 2.00m (exact value impossible due to run out of corer extensions)																					AT ATKA16 without shovel; snow thickenss determined by ice corer. Temperature not measured due to slow response of thermometer.	
2012-06-14T14:00	-70.592260	-7.824930	ATKA11						1.49		0.05	0.13		1.39		0.12	0.12		1.98	0.10	0.06	0.20		1.96		0.04	0.18		1.41		0.09	0.19		AT ATKA16 without shovel; snow thickenss determined by ice corer. Temperature not measured due to slow response of thermometer.	
2012-06-14T15:00	-70.599880	-7.701380	ATKA16						0.74		0.47	0.04		1.25		0.45	-0.09		1.21		0.67	-0.09		0.85	1.00	0.60	-0.12		0.80		0.35	-0.02		AT ATKA16 without shovel; snow thickenss determined by ice corer. Temperature not measured due to slow response of thermometer.	
2012-06-16T11:40	-70.592200	-7.826000	ATKA11						1.49		0.05	0.13		1.96		0.04	0.18	ca 1m sludge	1.96		0.06	0.20	ca. 10cm sludge	1.36		0.12	0.12		1.41		0.09	0.19		AT ATKA16 without shovel; snow thickenss determined by ice corer. Temperature not measured due to slow response of thermometer.	
2012-06-16T13:27	-70.600000	-7.701100	ATKA16						0.74		0.47	0.04		0.85		0.60	-0.12		1.21		0.67	-0.09		1.25		0.45	-0.09		0.80		0.35	-0.02		AT ATKA16 without shovel; snow thickenss determined by ice corer. Temperature not measured due to slow response of thermometer.	
2012-06-30T17:55	-70.575210	-8.049350	ATKA03	-25.3	-25.6			-2.2	1.60			0.19	Platelet ice	1.50			0.19	Platelet ice	1.56			0.25	Platelet ice	1.48		0.22	0.22	Platelet ice	1.66	1.00	0.01	0.22	PI	Ofter quite thick and mushy layer beneath solid ice. Not always distinguishable but mainly platelet ice in bore hole visible.	
2012-06-30T16:43	-70.583250	-7.945530	ATKA07	-26.5	-26.7	-8.1		-2.2	1.62		0.36	0.10	2 layers	2.35		0.24	0.14		1.84	0.90	0.24	0.20	2 layers	1.61		0.17	0.08		0.02		0.24	0.28	0,5-1m ice sludge (thick)	Ofter quite thick and mushy layer beneath solid ice. Not always distinguishable but mainly platelet ice in bore hole visible.	
2012-06-30T15:10	-70.605270	7.840210	ATKA11	-25.8	-27.3	-5.6		-2.4	1.70		0.26	0.10		1.64		0.21	0.15		1.90	0.10	0.24	0.20		1.61		0.10	0.15		1.44		0.31	0.07		Ofter quite thick and mushy layer beneath solid ice. Not always distinguishable but mainly platelet ice in bore hole visible.	
2012-06-30T14:05	-70.599800	-70.607840	ATKA16	-24.8	-25.8	-5.6		-2.2	1.31		0.59	-0.06	Platelet ice	1.30		0.52	-0.03	Platelet ice	1.51		0.52	-0.04	no platelet ice	1.49		0.56	-0.15		1.60		0.53	0.00		Ofter quite thick and mushy layer beneath solid ice. Not always distinguishable but mainly platelet ice in bore hole visible.	
2012-06-30T13:24	-70.607840	-7.576830	ATKA21	-21.7	-23.0	-11.6		-1.9	0.70	0.70	0.30	-0.01	70cm sludge	0.63		0.25	-0.04	no platelet ice	0.67	0.60	0.32	-0.04	60cm ice sludge	0.66		0.14	0.00	no platelet ice	0.60		0.31	0.01		Ofter quite thick and mushy layer beneath solid ice. Not always distinguishable but mainly platelet ice in bore hole visible.	
2012-06-30T12:20	-70.615920	-7.482750	ATKA24	-17.9	-14.6	-3.1		-2.2	0.74		0.09	0.04	sludge and platelet ice	0.61	0.70	0.09	0.04	70 cm + platelet ice	0.68	0.70	0.06	0.05	70cm ice sludge + platelet ice	0.67		0.07	0.05	15cm ice sludge and platelet ice	0.58	0.15	0.08	0.03	80cm ice sludge and platelet ice	Ofter quite thick and mushy layer beneath solid ice. Not always distinguishable but mainly platelet ice in bore hole visible.	
2012-07-23T10:45	-70.575210	-8.049350	ATKA03	-30.3	-30.3			-2.1	1.87		0.01	0.24		1.66		0.03	0.24		1.70		0.00	0.28		1.60		0.02	0.22		1.84	0.10	0.02	0.23	10cm ice sludge	Mostly platelet ice observed but not always noted.	
2012-07-23T11:33	-70.583250	-7.945530	ATKA07	-28.1	-28.9	-23.1		-2.1	1.50		0.08	0.09	Platelet ice	1.39		0.06	0.11	Platelet ice	1.41		0.13	0.13	Platelet ice	1.47		0.17	0.11	Platelet ice	1.42	1.82	0.11	0.14	Platelet ice	Mostly platelet ice observed but not always noted.	
2012-07-23T12:30	-70.605270	7.840210	ATKA11	-28.0	-29.0	-20.2		-2.1	1.68		0.25	0.08		1.60		0.24	0.10		1.76		0.24	0.10		1.67		0.13	0.14	no platelet ice	1.58		0.08	0.04		Mostly platelet ice observed but not always noted.	
2012-07-23T13:36	-70.599800	-70.607840	ATKA16	-27.9	-29.3	-12.9		-2.0	1.20		0.56	-0.12		1.49		0.43	-0.05		1.57		0.45	0.07		1.45		0.50	-0.05		1.51		0.47	0.09		Mostly platelet ice observed but not always noted.	
2012-07-23T14:35	-70.607840	-7.576830	ATKA21	-26.0	-27.8	-11.0		-1.9	0.84		0.36	-0.07	Platelet ice	0.87		0.25	-0.04	Platelet ice	0.92		0.21	-0.02	Platelet ice	0.85		0.14	0.02	a lot of platelet ice	0.92		0.21	0.03	Platelet ice	Mostly platelet ice observed but not always noted.	
2012-07-23T00:00	-70.615920	-7.482750	ATKA24	-24.4	-24.7	-15.1		-1.9	0.90		0.06	0.09	Platelet ice	0.91		0.09	0.05	Platelet ice	0.80		0.13	0.03	Platelet ice	0.84		0.11	0.04	Platelet ice	0.93		0.08	0.07	Platelet ice	Mostly platelet ice observed but not always noted.	
2012-08-17T12:00	-70.585600	-7.913400	ATKA07	-30.5	-26.3		-17.8	-2.1	1.18	1.80	0.23	0.14		1.73	2.34	0.15	0.05		1.72	2.34	0.35	0.08		1.93	2.38	0.29	0.15		1.93	1.82	0.15	0.11		First use of proper ice platelet thickness gauge. Due to low temperatures measurements were cancelled after the first station.	
2012-08-27T11:30	-70.575400	-8.049600	ATKA03	-19.8	-18.2			-2.0	2.12	2.04	0.00	0.23		2.02	1.61	0.00	0.28		2.01	2.04	0.00	0.30							2.27	1.93	0.00	0.28		Destruction of AWS. Thus, measurements at ATKA03 and ATKA07 only.	
2012-08-27T13:00	-70.583400	-7.945700	ATKA07	-22.9	-23.9		-8.1	-2.0	2.72	1.92	0.48	0.12							3.10	3.82	0.30	0.26												Destruction of AWS. Thus, measurements at ATKA03 and ATKA07 only.	
2012-09-22T17:00	-70.605330	-7.840133	ATKA10						2.85		1.07			2.87		0.83										0.83								Platelet ice thickness gauge broken after 3 measurements at ATKA24; afterwards normal ice thickness gauge only. Due to break-up of ATKA11, a new point, ATKA10 is implemented.	Due to thick ice, two measurements only. Heavy snowload prevents also freeboard measurements.
2012-09-22T16:00	-70.599880	-7.701383	ATKA16	-23.4	-20.1		-3.0	-2.1	1.73		5.34	0.10		1.90		0.50	0.05		2.01		0.49	0.19		1.93		0.62	0.00		1.93		0.72	-0.05		Platelet ice thickness gauge broken after 3 measurements at ATKA24; afterwards normal ice thickness gauge only. Due to break-up of ATKA11, a new point, ATKA10 is implemented.	Due to thick ice, two measurements only. Heavy snowload prevents also freeboard measurements.
2012-09-22T15:11	-70.608030	-7.576233	ATKA21	-23.9	-24.4		-14.9	-2.1	1.11		0.30	0.14		1.40		0.24	0.09		1.29		0.31	0.06		1.48		0.11	0.11		1.45		0.20	0.10		Platelet ice thickness gauge broken after 3 measurements at ATKA24; afterwards normal ice thickness gauge only. Due to break-up of ATKA11, a new point, ATKA10 is implemented.	Due to thick ice, two measurements only. Heavy snowload prevents also freeboard measurements.
2012-09-22T13:30	-70.616000	-7.486233	ATKA24	-25.0	-24.0		-18.8	-1.9	1.54	0.73	0.10	0.14		1.60		0.08	0.12		1.49	0.68	0.09	0.18		1.62		0.10	0.10		1.64	0.76	0.10	0.13		Platelet ice thickness gauge broken after 3 measurements at ATKA24; afterwards normal ice thickness gauge only. Due to break-up of ATKA11, a new point, ATKA10 is implemented.	Due to thick ice, two measurements only. Heavy snowload prevents also freeboard measurements.
2012-09-24T14:12	-70.575330	-8.049450	ATKA03	-20.8	-21.6			-2.2	2.29		0.00	0.31		2.27		0.00	0.32												2.35		0.00	0.32		Completion of measurements from 22 September 2012.	
2012-09-24T15:20	-70.583350	-7.945633	ATKA07	-21.7	-22.8		-14.9		2.10		0.49	0.14		2.46		0.54	0.31		2.53		0.35	0.31							2.52		0.34	0.28		Completion of measurements from 22 September 2012.	
2012-10-21T10:09	-70.575210	-8.049350	ATKA03	-13.9	14.9			-2.1	2.46	3.55	0.00	0.31		2.34	2.56	0.00	0.34	brown water in bore hole						2.44	3.13	0.00	0.34							All measurements with ice platelet thickness gauge.	
2012-10-21T11:09	-70.583250	-7.945530	ATKA07	-14.1	-14.3		-9.1	-3.0	2.42	4.02	0.54	0.16		2.57	4.20	0.49	0.11		2.58	4.50	0.18	0.17							3.25	5.44	0.47	0.20		All measurements with ice platelet thickness gauge.	
2012-10-21T13:12	-70.605270	7.840210	ATKA11	-14.6	-15.2		-9.3		3.15	1.02	1.09	0.05	platelet ice >102cm						3.67		1.09		thick ice sludge											All measurements with ice platelet thickness gauge.	
2012-10-21T15:00	-70.599800	-70.607840	ATKA16	-13.3	-14.2		-7.4	-2.4	1.84	3.19	0.87			1.36	3.84	1.13	0.13		2.03	3.41	0.75								2.04	2.70	0.92	0.06	270/113 Platelet ice	All measurements with ice platelet thickness gauge.	
2012-10-21T15:50	-70.607840	-7.576830	ATKA21	-13.4	-13.8		-9.2	-2.4	1.55	2.12	0.29	0.12		1.59	2.31	0.24	0.12		1.48	2.84	0.32	0.10		1.61	2.23	0.19	0.10		1.62	2.23	0.22	0.14		All measurements with ice platelet thickness gauge.	
2012-10-21T16:33	-70.615920	-7.482750	ATKA24	-14.0	-14.5		-10.5	-2.5	1.73	1.02	0.11	0.14	brown water in bore hole	1.75	1.07	0.10	0.12	brown water in bore hole	1.64	1.13	0.10	0.11	brown water in bore hole	1.75	1.00	0.08	0.15							All measurements with ice platelet thickness gauge.	
2012-11-07T12:00	-70.605270	7.840210	ATKA11						0.60	1.30	0.29	0.04		0.60	1.15	0.29	0.06																		
2012-11-17T09:15	-70.575210	-8.049350	ATKA03	-6.7	-7.6		-6.6	-2.0	2.62	4.11	0.00	0.37		2.43	4.13	0.00	0.34		2.47	3.87	0.00	0.36							2.61	4.31	0.00	0.32		Back to measurement side ATKA11. In many bore holes brown-colored waters (i.e. 03,11,21,24). Platelet ice in all bore holes.	
2012-11-17T10:25	-70.583250	-7.945530	ATKA07	-5.4	-6.7	-7.6	-6.3	-2.1	2.80	4.96	0.48	0.30		3.01	5.49	0.61	0.36		2.63	5.05	0.37	0.23												Back to measurement side ATKA11. In many bore holes brown-colored waters (i.e. 03,11,21,24). Platelet ice in all bore holes.	
2012-11-17T11:27	-70.605270	7.840210	ATKA11	-5.8	-5.1	-5.0	-3.6	-1.8	0.51	1.33	0.37	-0.13		0.50	1.11	0.39	-0.20		0.54	1.98	0.33	-0.10		0.58	1.24	0.22	-0.05		0.51	0.98	0.29	-0.12		Back to measurement side ATKA11. In many bore holes brown-colored waters (i.e. 03,11,21,24). Platelet ice in all bore holes.	
2012-11-17T12:38	-70.599800	-70.607840	ATKA16			-6.4	-5.0	-2.0	1.90	3.58	0.92	-0.10		2.17	4.21	1.03	-0.31		2.00	3.78	0.81	-0.25												Back to measurement side ATKA11. In many bore holes brown-colored waters (i.e. 03,11,21,24). Platelet ice in all bore holes.	
2012-11-17T13:46	-70.607840	-7.576830	ATKA21	-3.3	-4.6	-4.7	-5.3	-1.9	1.65	3.15	0.31	0.13		1.65	3.15	0.27	0.07		1.55	3.06	0.31	0.07		1.71	3.02	0.13	0.17		1.64	3.30	0.27	0.12		Back to measurement side ATKA11. In many bore holes brown-colored waters (i.e. 03,11,21,24). Platelet ice in all bore holes.	
2012-11-17T14:58	-70.615920	-7.482750	ATKA24	-3.5	-3.6	-4.8	-2.9	-1.9	1.77	1.80	0.15	0.12		1.86	2.11	0.06	0.20		1.71	2.02	0.10	0.17		1.85	1.72	0.10	0.15		1.84	2.30	0.06	0.14		Back to measurement side ATKA11. In many bore holes brown-colored waters (i.e. 03,11,21,24). Platelet ice in all bore holes.	
2012-12-13T00:00	-70.575210	-8.049350	ATKA03						2.61	4.99	0.00	0.37		2.69	5.40	0.00	0.39		2.62	4.58	0.00	0.35		2.50	4.80	0.00	0.55		2.40	4.10	0.01	0.37			
2012-12-13T00:00	-70.583250	-7.945530	ATKA07						2.54	6.00	0.64	0.17		2.70	5.30	0.60	0.20																		
2012-12-13T00:00	-70.605270	7.840210	ATKA11						0.72	1.20	0.19	-0.08		0.68	1.46	0.13	-0.06		0.78	1.42	0.22	-0.06		0.74	1.38	0.29	-0.08		0.74	1.14	0.14	-0.02			
2012-12-13T00:00	-70.599800	-70.607840	ATKA16						2.00	3.75	0.85	-0.10												2.01	3.20	0.80	-0.10								
